Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
1,2016-02-04,8.2,11.6,4.4,3.9,8.5,-0.1,26.5,54.0,11.31,348,1.95,36482.53,32313.95,0.2,0.0,1.0,0.2
1,2016-02-05,7.3,13.8,1.6,4.6,11.6,-1.6,8.3,21.6,11.54,25,1.58,36623.15,32568.01,0.0,0.0,0.0,0.0
1,2016-02-06,8.1,13.2,3.2,5.6,10.9,0.3,11.9,22.0,9.92,134,1.44,36766.28,32507.18,0.0,0.0,0.0,0.0
1,2016-02-07,10.3,12.1,7.4,6.5,8.0,4.2,26.7,49.7,4.52,136,1.27,36911.75,4274.59,1.9,0.0,6.0,1.9
1,2016-02-08,11.5,13.2,10.4,9.1,10.5,7.1,19.1,37.8,5.56,159,1.01,37059.36,27440.99,0.7,0.0,3.0,0.7
1,2016-02-09,11.9,14.0,9.3,9.1,10.5,7.7,29.5,56.2,6.95,168,1.3,37208.94,21046.89,1.6,0.0,4.0,1.6
1,2016-02-10,10.9,12.6,6.5,7.0,9.8,4.1,31.5,63.0,9.99,250,1.94,37360.33,32403.11,5.2,0.0,6.0,5.2
1,2016-02-11,9.0,12.2,6.2,6.9,9.3,3.9,10.1,23.0,10.16,11,1.42,37513.34,29575.85,7.5,0.0,7.0,7.5
1,2016-02-12,9.9,11.5,7.9,7.1,8.9,5.2,23.6,50.8,4.3,161,0.85,37667.83,10760.88,13.0,0.0,20.0,13.0
1,2016-02-13,12.2,14.8,9.8,10.4,12.9,8.5,20.2,40.3,9.59,198,1.53,37823.62,24777.58,4.8,0.0,9.0,4.8
1,2016-02-14,12.7,15.9,10.3,11.1,14.0,7.8,23.9,52.2,5.4,172,0.78,37980.55,18000.0,19.0,0.0,17.0,19.0
1,2016-02-15,12.4,14.3,11.3,10.4,11.6,9.1,25.9,60.1,8.98,159,1.26,38138.48,28830.2,12.4,0.0,17.0,12.4
1,2016-02-16,11.9,15.5,8.6,10.1,13.5,6.2,15.3,36.0,6.9,53,1.26,38297.25,15170.35,3.8,0.0,11.0,3.8
1,2016-02-17,11.8,14.6,9.4,10.4,12.1,8.4,21.3,38.2,8.59,165,1.22,38456.7,32617.3,4.2,0.0,13.0,4.2
1,2016-02-18,10.7,14.6,8.3,8.6,11.9,6.4,15.0,32.0,10.78,320,1.6,38616.69,29901.41,0.0,0.0,0.0,0.0
1,2016-02-19,10.0,13.4,6.1,7.5,9.9,4.0,16.7,32.4,9.24,191,1.56,38777.08,33549.2,0.0,0.0,0.0,0.0
1,2016-02-20,9.6,12.7,6.0,7.2,9.2,4.4,16.3,33.8,11.4,328,1.64,38937.73,34762.45,0.7,0.0,3.0,0.7
1,2016-02-21,9.5,14.4,3.6,7.7,12.6,1.2,10.3,20.9,12.56,159,1.69,39098.5,35042.6,0.0,0.0,0.0,0.0
1,2016-02-22,11.6,15.9,8.8,10.4,14.0,7.4,10.9,27.7,11.3,163,1.65,39259.25,28353.07,0.0,0.0,0.0,0.0
1,2016-02-23,12.1,15.7,9.1,10.6,13.3,7.2,19.4,34.9,9.87,159,1.51,39419.84,33012.17,0.2,0.0,1.0,0.2
1,2016-02-24,11.9,15.9,8.5,11.1,14.8,7.6,8.7,19.1,12.94,163,1.85,39580.38,34867.08,0.0,0.0,0.0,0.0
1,2016-02-25,12.2,14.9,9.9,10.3,11.7,9.0,21.3,45.0,11.42,161,1.59,39742.23,31523.57,4.8,0.0,11.0,4.8
1,2016-02-26,10.6,14.2,6.4,9.2,12.7,4.7,9.0,23.8,12.64,226,1.73,39905.48,36120.72,0.1,0.0,1.0,0.1
1,2016-02-27,11.6,14.0,9.0,8.5,11.0,6.5,24.7,56.9,7.53,130,1.6,40070.0,10870.71,2.2,0.0,7.0,2.2
1,2016-02-28,13.0,15.5,10.3,10.3,13.3,6.9,23.5,61.6,5.38,120,1.52,40235.66,0.0,29.3,0.0,17.0,29.3
1,2016-02-29,10.2,12.2,8.8,6.4,8.1,4.1,31.1,59.8,8.01,150,1.22,40402.32,23302.45,25.6,0.0,24.0,25.6
1,2016-03-01,10.9,15.8,5.9,8.6,14.4,3.3,13.1,29.5,14.16,3,2.23,40569.87,37276.48,1.0,0.0,4.0,1.0
1,2016-03-02,10.4,15.0,5.8,8.1,13.0,3.4,13.7,29.2,15.91,236,2.25,40738.15,34458.0,0.2,0.0,1.0,0.2
1,2016-03-03,9.9,12.3,5.4,6.7,9.5,3.0,23.9,53.3,11.33,266,1.97,40907.06,34961.48,3.8,0.0,11.0,3.8
1,2016-03-04,7.9,13.1,3.5,4.7,9.5,-0.3,16.2,33.8,16.12,339,2.2,41076.46,37799.32,0.0,0.0,0.0,0.0
1,2016-03-05,10.5,13.3,5.6,6.7,8.8,2.8,33.4,67.3,7.01,159,1.48,41246.25,14079.29,8.4,0.0,5.0,8.4
1,2016-03-06,9.5,12.8,7.4,7.4,9.7,5.5,16.9,39.2,11.25,186,1.53,41416.29,36454.14,7.3,0.0,10.0,7.3
1,2016-03-07,8.2,11.5,4.2,5.6,8.3,1.4,14.5,33.8,12.84,165,1.69,41586.45,36769.42,1.7,0.0,9.0,1.7
1,2016-03-08,8.1,12.0,4.0,5.5,8.6,1.2,17.7,40.3,10.56,162,1.44,41756.63,33896.41,8.0,0.0,19.0,8.0
1,2016-03-09,7.6,10.6,4.5,5.5,8.6,2.4,9.5,21.6,10.09,96,1.36,41926.71,30269.84,6.6,0.0,16.0,6.6
1,2016-03-10,7.7,12.4,3.1,5.8,10.9,0.5,7.0,18.0,12.07,46,1.69,42096.57,30399.53,4.9,0.0,8.0,4.9
1,2016-03-11,9.2,15.5,2.6,7.1,14.3,-0.6,9.5,19.4,15.7,32,2.3,42266.09,38708.0,0.0,0.0,0.0,0.0
1,2016-03-12,10.9,16.6,6.1,7.7,13.2,3.0,17.6,29.5,14.82,17,2.64,42435.15,38574.38,0.1,0.0,1.0,0.1
1,2016-03-13,10.9,16.5,7.0,7.7,13.0,3.7,18.3,32.0,14.27,11,2.55,42603.64,37989.66,0.1,0.0,1.0,0.1
1,2016-03-14,10.5,16.0,6.2,8.3,14.7,2.8,13.2,27.0,17.18,25,2.55,42771.45,38917.62,0.1,0.0,1.0,0.1
1,2016-03-15,9.5,12.6,5.7,8.0,11.3,3.5,8.2,19.8,11.84,129,1.64,42938.67,37512.77,1.6,0.0,8.0,1.6
1,2016-03-16,8.9,12.9,4.8,6.9,11.0,2.6,12.9,34.6,12.1,120,1.69,43106.54,38944.58,1.0,0.0,3.0,1.0
1,2016-03-17,10.2,16.1,4.0,8.4,14.9,1.0,9.9,19.4,16.7,32,2.45,43275.16,37028.5,1.8,0.0,3.0,1.8
1,2016-03-18,11.1,15.4,6.7,9.5,14.2,4.8,13.7,29.2,16.86,314,2.44,43444.44,39191.98,1.3,0.0,5.0,1.3
1,2016-03-19,11.1,16.6,4.2,9.8,16.1,2.1,11.2,25.2,18.81,258,2.73,43614.27,39789.73,0.0,0.0,0.0,0.0
1,2016-03-20,10.8,15.1,5.0,9.5,14.1,3.1,8.2,24.5,14.71,160,2.14,43784.54,29487.85,0.3,0.0,1.0,0.3
1,2016-03-21,13.3,18.4,7.6,11.8,16.4,6.1,13.1,25.6,12.79,105,2.29,43955.14,29886.94,1.1,0.0,4.0,1.1
1,2016-03-22,14.9,21.0,8.6,13.6,21.0,6.7,19.1,37.4,16.35,59,3.09,44125.99,27003.16,0.8,0.0,3.0,0.8
1,2016-03-23,11.1,13.2,8.5,7.3,10.4,4.5,27.4,46.8,10.86,6,2.06,44296.96,26504.31,3.2,0.0,9.0,3.2
1,2016-03-24,11.0,15.6,7.1,7.9,12.9,3.5,13.0,28.1,17.37,20,3.07,44467.96,39588.79,0.0,0.0,0.0,0.0
1,2016-03-25,9.6,14.4,4.6,7.1,12.8,1.4,11.0,25.6,21.11,97,3.07,44638.87,41340.84,0.0,0.0,0.0,0.0
1,2016-03-26,11.9,16.9,7.6,10.1,15.4,5.3,12.3,28.1,20.88,353,3.21,44809.6,40940.73,0.0,0.0,0.0,0.0
1,2016-03-27,10.9,16.2,4.1,9.5,15.7,2.0,12.2,27.0,20.58,207,2.89,44980.03,41548.18,0.6,0.0,1.0,0.6
1,2016-03-28,12.3,15.2,9.8,10.7,12.9,7.9,17.8,34.9,8.41,155,1.4,45150.06,25722.27,3.6,0.0,10.0,3.6
1,2016-03-29,12.8,16.7,9.0,11.9,15.6,7.7,10.2,23.8,15.38,163,2.34,45319.58,35006.31,0.0,0.0,0.0,0.0
1,2016-03-30,13.5,18.3,9.7,12.5,18.0,8.8,15.7,32.4,20.17,155,2.99,45488.48,40587.38,0.0,0.0,0.0,0.0
1,2016-03-31,16.2,21.9,9.9,13.9,19.5,8.0,20.7,42.1,21.69,139,4.36,45656.65,41956.89,0.0,0.0,0.0,0.0
1,2016-04-01,17.4,21.6,11.1,15.5,20.2,10.4,21.9,43.6,19.39,146,4.04,45823.98,42057.18,0.0,0.0,0.0,0.0
1,2016-04-02,15.7,22.6,9.1,15.6,24.6,8.1,12.6,29.5,20.78,350,3.54,45990.36,42156.48,0.0,0.0,0.0,0.0
1,2016-04-03,16.0,22.4,9.7,16.0,23.9,8.5,9.0,23.8,22.15,126,3.75,46155.66,42290.05,0.0,0.0,0.0,0.0
1,2016-04-04,15.8,21.2,10.8,15.3,21.4,9.9,12.1,26.6,22.36,159,3.72,46319.99,42325.09,0.0,0.0,0.0,0.0
1,2016-04-05,16.2,22.2,10.0,16.0,22.6,8.9,7.4,20.9,20.58,120,3.55,46484.49,41519.9,0.0,0.0,0.0,0.0
1,2016-04-06,17.1,23.9,10.1,17.1,25.3,8.8,11.0,29.9,22.19,111,3.9,46649.27,42713.61,0.0,0.0,0.0,0.0
1,2016-04-07,18.0,24.4,10.8,18.4,26.3,9.7,9.2,20.5,21.77,95,3.91,46814.25,41391.42,0.0,0.0,0.0,0.0
1,2016-04-08,15.8,19.4,12.4,15.5,19.2,12.4,9.7,20.2,8.0,337,1.68,46979.3,3005.7,1.1,0.0,4.0,1.1
1,2016-04-09,12.5,14.9,9.5,10.8,13.0,8.2,18.2,38.5,13.6,229,2.18,47144.32,36737.47,0.0,0.0,0.0,0.0
1,2016-04-10,13.0,18.2,7.4,11.5,16.7,5.8,14.3,31.7,19.72,316,3.07,47309.21,43369.62,0.7,0.0,2.0,0.7
1,2016-04-11,13.8,18.4,9.6,13.2,18.4,8.7,11.0,25.2,23.36,200,3.55,47473.86,43380.68,0.0,0.0,0.0,0.0
1,2016-04-12,15.5,20.6,9.7,14.4,20.2,8.2,12.7,32.0,23.05,157,3.95,47638.15,43123.82,0.1,0.0,1.0,0.1
1,2016-04-13,17.1,22.3,12.4,15.8,20.9,10.5,22.4,46.4,21.41,168,4.08,47801.98,43357.82,0.0,0.0,0.0,0.0
1,2016-04-14,15.7,20.2,11.4,15.6,20.3,10.7,11.5,29.9,22.53,237,3.72,47965.24,36982.96,0.0,0.0,0.0,0.0
1,2016-04-15,14.4,19.8,8.1,13.5,19.6,6.5,13.3,30.6,24.74,181,3.91,48127.79,44203.07,0.0,0.0,0.0,0.0
1,2016-04-16,16.0,21.4,10.0,13.7,19.1,8.6,20.0,41.8,22.52,155,4.48,48289.54,44221.73,0.4,0.0,2.0,0.4
1,2016-04-17,17.9,22.5,14.1,15.4,19.7,11.6,22.4,46.8,22.92,168,4.97,48450.35,44465.38,0.0,0.0,0.0,0.0
1,2016-04-18,17.0,21.8,12.7,16.9,20.9,11.6,12.2,25.9,14.58,197,2.73,48610.1,20664.89,0.0,0.0,0.0,0.0
1,2016-04-19,16.0,20.6,10.9,13.9,17.7,9.7,22.4,45.4,23.93,337,4.52,48768.68,44745.78,0.0,0.0,0.0,0.0
1,2016-04-20,15.9,22.8,9.9,14.8,23.7,7.6,14.3,32.0,25.82,10,4.54,48925.93,44806.91,0.0,0.0,0.0,0.0
1,2016-04-21,15.5,20.9,9.3,14.6,21.2,7.5,14.0,29.2,21.14,243,3.65,49081.75,39258.14,0.0,0.0,0.0,0.0
1,2016-04-22,15.2,19.3,10.4,14.8,19.1,9.6,14.7,32.4,19.81,185,3.14,49235.99,37387.76,5.3,0.0,11.0,5.3
1,2016-04-23,14.3,17.0,12.5,13.8,16.6,11.7,15.2,35.6,13.8,200,2.1,49388.51,29053.34,13.5,0.0,23.0,13.5
1,2016-04-24,14.0,16.4,11.7,13.8,16.7,11.6,11.3,30.6,11.86,222,1.87,49539.39,19962.95,18.1,0.0,24.0,18.1
1,2016-04-25,11.7,14.5,8.7,8.7,11.8,6.5,28.1,64.8,24.48,352,3.47,49689.75,45202.81,2.9,0.0,5.0,2.9
1,2016-04-26,12.0,15.2,7.0,9.1,11.3,4.6,26.2,51.1,15.98,199,2.63,49839.67,44628.3,1.9,0.0,10.0,1.9
1,2016-04-27,13.9,16.0,12.0,11.7,12.9,10.4,23.4,46.4,18.11,201,2.76,49989.04,44210.19,1.6,0.0,9.0,1.6
1,2016-04-28,14.1,16.1,11.7,13.0,15.8,9.9,14.4,32.8,7.78,133,1.49,50137.75,2344.27,3.0,0.0,9.0,3.0
1,2016-04-29,15.6,20.3,10.4,15.2,21.0,9.0,9.5,23.4,23.53,338,3.88,50285.68,45859.0,0.4,0.0,2.0,0.4
1,2016-04-30,15.3,19.2,10.2,14.9,18.8,9.4,15.0,29.9,20.73,188,3.3,50432.7,42362.15,7.2,0.0,6.0,7.2
1,2016-05-01,13.6,16.6,9.6,12.6,16.6,8.1,15.6,32.8,20.42,218,2.96,50578.68,43614.55,9.2,0.0,9.0,9.2
1,2016-05-02,13.0,16.7,8.1,11.6,15.2,6.8,17.1,33.1,21.31,326,3.32,50723.51,40260.8,0.9,0.0,3.0,0.9
1,2016-05-03,16.5,21.5,11.5,14.3,19.5,8.6,21.7,44.3,21.17,350,4.06,50867.04,46706.98,0.0,0.0,0.0,0.0
1,2016-05-04,16.8,21.7,12.6,14.8,20.2,10.6,17.7,42.1,25.23,11,4.8,51009.15,46531.83,0.0,0.0,0.0,0.0
1,2016-05-05,15.1,20.7,10.2,14.4,22.7,7.9,10.0,24.1,25.62,40,4.31,51149.71,47363.06,3.1,0.0,3.0,3.1
1,2016-05-06,15.4,20.7,8.6,14.6,21.6,6.9,9.8,27.4,24.44,351,4.13,51288.56,47445.2,0.0,0.0,0.0,0.0
1,2016-05-07,16.3,20.9,10.9,15.8,20.9,9.6,12.6,25.9,20.78,117,3.66,51425.57,41708.95,0.0,0.0,0.0,0.0
1,2016-05-08,16.9,20.6,12.1,16.9,20.5,11.5,7.8,20.5,16.29,178,2.92,51560.59,41044.19,0.5,0.0,2.0,0.5
1,2016-05-09,17.5,22.1,12.8,17.7,22.9,12.7,13.3,29.9,24.27,173,4.18,51693.48,42624.7,0.0,0.0,0.0,0.0
1,2016-05-10,18.7,23.3,13.8,18.8,23.8,13.6,16.2,36.0,26.51,165,4.67,51824.07,45629.59,0.0,0.0,0.0,0.0
1,2016-05-11,18.0,21.4,15.1,18.3,21.2,15.3,17.7,31.3,12.91,173,2.5,51952.23,22557.54,4.1,0.0,10.0,4.1
1,2016-05-12,16.7,18.9,14.8,16.5,19.5,13.9,17.1,38.5,19.34,214,3.12,52077.8,39068.68,16.2,0.0,14.0,16.2
1,2016-05-13,16.2,18.7,13.7,15.0,16.6,12.8,22.6,55.4,18.99,198,2.93,52200.6,47748.17,10.0,0.0,14.0,10.0
1,2016-05-14,15.0,17.1,13.0,14.5,16.8,12.3,16.4,37.4,11.85,180,1.87,52320.67,24861.38,18.7,0.0,16.0,18.7
1,2016-05-15,16.0,19.6,13.3,16.3,21.0,13.2,11.8,27.7,16.78,151,2.79,52438.98,38954.95,5.5,0.0,9.0,5.5
1,2016-05-16,15.7,20.1,11.5,16.3,22.1,11.1,12.2,28.1,23.18,209,3.7,52555.59,47695.25,2.6,0.0,6.0,2.6
1,2016-05-17,15.0,19.0,11.0,15.2,21.3,10.5,11.3,27.0,18.86,129,3.01,52670.4,34207.65,10.0,0.0,12.0,10.0
1,2016-05-18,14.9,19.1,8.6,14.3,19.0,7.3,14.2,28.8,21.27,169,3.42,52783.3,48769.37,0.3,0.0,2.0,0.3
1,2016-05-19,15.0,18.3,11.8,14.2,18.0,11.1,19.2,45.4,16.12,185,2.57,52894.15,44697.98,10.2,0.0,14.0,10.2
1,2016-05-20,15.9,20.8,9.8,14.2,18.4,8.3,24.9,50.0,24.35,9,4.21,53002.85,49207.32,0.2,0.0,2.0,0.2
1,2016-05-21,18.9,25.1,13.0,17.5,24.5,10.7,19.2,40.7,28.24,357,5.6,53109.28,49518.32,0.0,0.0,0.0,0.0
1,2016-05-22,18.8,24.1,11.9,19.4,26.5,10.9,10.3,22.0,28.2,150,5.03,53213.31,49600.2,0.0,0.0,0.0,0.0
1,2016-05-23,17.1,20.4,14.2,15.4,18.4,12.8,25.7,51.8,25.39,204,4.21,53314.82,49641.78,0.6,0.0,2.0,0.6
1,2016-05-24,16.5,19.6,13.4,16.1,19.3,12.8,14.6,33.8,22.67,244,3.76,53413.67,49182.46,0.8,0.0,2.0,0.8
1,2016-05-25,16.8,21.6,10.0,17.1,22.7,9.3,11.8,21.6,26.78,216,4.51,53509.76,49241.98,0.0,0.0,0.0,0.0
1,2016-05-26,17.8,23.0,11.5,18.5,25.0,11.3,10.1,23.4,27.43,186,4.72,53602.95,49756.2,0.0,0.0,0.0,0.0
1,2016-05-27,20.4,26.2,12.7,21.2,27.8,12.9,12.6,29.2,27.68,156,5.21,53693.09,49790.81,0.0,0.0,0.0,0.0
1,2016-05-28,19.9,25.7,13.3,21.3,28.5,13.3,14.3,34.6,27.31,176,4.88,53780.08,45523.91,0.0,0.0,0.0,0.0
1,2016-05-29,20.2,23.7,16.3,21.1,25.4,16.5,20.3,46.8,22.43,184,3.91,53863.77,43972.78,0.7,0.0,4.0,0.7
1,2016-05-30,18.1,20.6,15.2,17.8,20.1,15.2,18.1,39.2,22.29,185,3.79,53944.04,49403.22,0.4,0.0,3.0,0.4
1,2016-05-31,18.5,21.8,14.6,18.5,21.9,14.6,18.0,43.9,25.64,185,4.34,54020.74,49910.92,0.0,0.0,0.0,0.0
1,2016-06-01,17.8,21.4,13.4,17.7,21.8,13.3,18.2,42.1,25.77,188,4.29,54093.76,48021.95,0.5,0.0,3.0,0.5
1,2016-06-02,16.9,19.3,15.0,17.1,19.1,15.4,15.1,34.6,13.51,190,2.3,54162.95,28480.33,15.5,0.0,14.0,15.5
1,2016-06-03,18.1,21.2,14.5,18.8,22.2,14.9,11.7,29.9,21.85,191,3.71,54228.29,43276.6,0.0,0.0,0.0,0.0
1,2016-06-04,18.6,22.4,13.1,19.7,24.6,13.1,12.8,26.6,25.19,218,4.33,54290.34,49963.2,0.5,0.0,2.0,0.5
1,2016-06-05,19.0,24.0,13.4,20.5,27.0,13.7,12.9,29.2,24.69,223,4.31,54349.14,50017.39,0.7,0.0,3.0,0.7
1,2016-06-06,20.1,24.8,13.7,21.7,27.6,14.3,12.3,28.1,26.69,312,4.78,54404.65,50032.38,0.9,0.0,1.0,0.9
1,2016-06-07,20.7,25.6,14.6,22.6,28.5,15.2,7.2,22.3,25.59,33,4.75,54456.8,50045.29,0.0,0.0,0.0,0.0
1,2016-06-08,20.7,25.4,15.3,22.9,29.4,16.1,11.2,25.6,24.54,153,4.46,54505.55,48988.97,2.6,0.0,2.0,2.6
1,2016-06-09,19.1,21.8,16.9,20.3,22.4,18.2,14.4,32.0,12.39,160,2.29,54550.85,16579.57,11.9,0.0,18.0,11.9
1,2016-06-10,20.2,24.1,15.4,22.0,26.4,16.0,9.7,20.2,20.83,329,3.81,54592.64,46556.64,0.1,0.0,1.0,0.1
1,2016-06-11,20.4,24.1,15.5,21.9,26.0,16.6,14.5,31.7,22.19,184,3.97,54630.87,48226.6,0.7,0.0,4.0,0.7
1,2016-06-12,20.1,23.5,17.1,21.3,24.7,18.4,17.9,38.9,18.96,168,3.31,54665.5,41788.12,5.7,0.0,9.0,5.7
1,2016-06-13,19.7,23.7,14.6,21.3,26.2,15.3,14.3,31.7,24.82,324,4.33,54696.49,50081.39,0.4,0.0,2.0,0.4
1,2016-06-14,19.9,23.5,15.1,20.9,25.7,16.0,19.1,38.2,25.16,172,4.33,54723.78,50080.91,0.3,0.0,2.0,0.3
1,2016-06-15,20.8,24.0,17.1,21.2,25.1,17.8,16.7,36.4,26.66,163,4.95,54747.34,49846.52,0.0,0.0,0.0,0.0
1,2016-06-16,23.7,29.4,17.8,23.8,29.0,16.7,27.0,59.8,23.34,157,5.6,54767.11,50002.37,0.0,0.0,0.0,0.0
1,2016-06-17,20.9,24.1,18.0,21.9,25.2,19.4,13.2,27.4,23.05,218,4.35,54783.06,34348.18,0.0,0.0,0.0,0.0
1,2016-06-18,20.9,25.8,14.1,21.9,27.7,14.5,12.1,24.5,29.51,281,5.51,54795.16,50062.0,0.0,0.0,0.0,0.0
1,2016-06-19,19.9,24.7,15.6,20.4,26.0,16.4,9.7,31.0,24.56,344,4.61,54803.36,49796.02,1.9,0.0,5.0,1.9
1,2016-06-20,18.7,22.3,13.6,19.3,22.8,13.7,7.7,21.2,18.46,0,3.36,54807.63,38721.59,0.2,0.0,1.0,0.2
1,2016-06-21,21.4,27.0,14.0,22.7,29.4,14.2,11.7,22.0,27.33,336,5.24,54807.94,50044.09,0.0,0.0,0.0,0.0
1,2016-06-22,23.2,28.8,16.4,25.1,32.2,17.1,10.1,24.1,23.72,287,4.78,54804.26,50018.16,0.0,0.0,0.0,0.0
1,2016-06-23,26.0,32.5,18.3,28.6,35.9,19.7,8.7,20.5,26.18,29,5.62,54796.54,50104.1,0.0,0.0,0.0,0.0
1,2016-06-24,27.7,33.6,20.1,30.9,37.5,22.4,9.0,22.0,26.55,54,5.75,54784.68,49987.19,0.0,0.0,0.0,0.0
1,2016-06-25,27.4,33.3,20.8,31.1,38.3,23.5,8.1,30.6,26.73,19,5.59,54768.7,49968.66,1.6,0.0,1.0,1.6
1,2016-06-26,25.7,30.5,20.7,28.9,34.8,23.7,12.5,27.7,28.04,194,5.8,54748.69,50047.63,0.0,0.0,0.0,0.0
1,2016-06-27,23.7,27.8,19.4,25.0,28.9,21.2,19.7,37.1,28.04,174,5.66,54724.7,49934.41,0.0,0.0,0.0,0.0
1,2016-06-28,24.0,29.4,17.4,26.1,32.3,18.9,11.9,25.6,27.52,285,5.6,54696.8,50000.64,0.0,0.0,0.0,0.0
1,2016-06-29,24.6,30.2,17.9,26.9,33.0,19.8,13.6,28.1,27.94,253,5.74,54665.06,49875.26,0.0,0.0,0.0,0.0
1,2016-06-30,25.2,29.4,21.1,27.2,32.4,23.7,14.7,32.8,27.71,236,5.71,54629.54,49947.01,0.0,0.0,0.0,0.0
1,2016-07-01,25.6,31.3,19.1,27.0,32.9,20.8,12.4,29.2,28.61,267,6.12,54590.33,49917.91,0.0,0.0,0.0,0.0
1,2016-07-02,25.9,31.4,19.7,28.0,33.6,22.0,14.7,33.8,28.25,255,6.0,54547.49,49887.44,0.0,0.0,0.0,0.0
1,2016-07-03,25.2,30.3,19.8,28.2,33.7,22.7,12.3,27.7,26.69,185,5.48,54501.09,49767.17,0.0,0.0,0.0,0.0
1,2016-07-04,25.3,30.6,19.3,27.9,33.2,22.0,11.1,26.6,27.3,204,5.7,54451.22,49721.64,0.0,0.0,0.0,0.0
1,2016-07-05,25.9,30.7,21.7,28.9,34.8,25.1,14.8,29.9,26.18,206,5.47,54397.95,49701.59,0.0,0.0,0.0,0.0
1,2016-07-06,25.6,30.4,21.0,29.1,34.0,24.3,11.3,29.2,26.29,296,5.33,54341.35,49667.34,0.9,0.0,1.0,0.9
1,2016-07-07,26.5,31.9,20.2,30.1,36.7,23.4,14.3,31.7,26.18,228,5.53,54281.5,49632.2,0.1,0.0,1.0,0.1
1,2016-07-08,26.5,31.6,21.5,29.9,35.1,25.3,14.0,31.3,27.39,245,5.87,54218.48,49596.26,0.0,0.0,0.0,0.0
1,2016-07-09,26.2,31.7,21.2,29.4,35.2,24.8,13.3,32.8,26.32,235,5.53,54152.37,49559.57,0.0,0.0,0.0,0.0
1,2016-07-10,27.2,31.8,21.7,30.8,36.0,25.5,11.7,24.1,23.94,229,5.08,54083.23,48880.23,0.0,0.0,0.0,0.0
1,2016-07-11,27.8,33.0,22.9,31.1,37.1,26.4,11.3,29.9,26.85,235,5.88,54011.17,49484.29,0.0,0.0,0.0,0.0
1,2016-07-12,27.7,33.2,22.1,30.2,35.2,25.4,13.3,32.4,28.15,223,6.24,53936.25,49445.79,0.0,0.0,0.0,0.0
1,2016-07-13,26.4,30.9,21.1,28.2,33.2,23.6,18.2,38.2,24.97,191,5.91,53858.41,49375.47,0.0,0.0,0.0,0.0
1,2016-07-14,24.3,28.2,21.4,24.8,28.7,22.4,16.4,36.7,22.06,244,5.01,53776.95,48888.84,0.0,0.0,0.0,0.0
1,2016-07-15,20.1,22.4,18.1,19.0,22.0,16.0,24.7,52.6,15.11,7,3.52,53691.88,32989.64,7.0,0.0,10.0,7.0
1,2016-07-16,21.1,25.3,17.1,18.9,23.1,14.8,22.4,44.6,23.98,3,5.83,53603.34,48483.52,0.0,0.0,0.0,0.0
1,2016-07-17,22.4,28.3,15.3,21.8,27.6,14.5,15.9,32.0,28.28,333,6.18,53511.48,49197.95,0.0,0.0,0.0,0.0
1,2016-07-18,25.0,31.6,16.9,25.3,32.8,17.2,15.6,29.9,28.1,328,6.39,53416.45,49150.63,0.0,0.0,0.0,0.0
1,2016-07-19,27.0,33.7,18.5,27.6,35.3,18.9,9.4,27.7,27.69,338,6.34,53318.38,49102.3,0.0,0.0,0.0,0.0
1,2016-07-20,27.5,33.8,19.7,28.6,35.6,20.6,12.4,30.2,27.77,281,6.33,53217.42,49053.02,0.0,0.0,0.0,0.0
1,2016-07-21,27.3,33.5,20.9,28.2,34.6,23.0,14.8,34.6,28.17,229,6.39,53113.72,49002.89,0.0,0.0,0.0,0.0
1,2016-07-22,26.0,31.8,18.8,27.0,32.5,20.1,14.6,31.0,26.83,170,6.05,53007.41,48951.98,0.0,0.0,0.0,0.0
1,2016-07-23,27.4,34.0,19.9,28.4,33.9,21.4,9.4,31.3,21.04,97,4.89,52898.63,45757.07,0.0,0.0,0.0,0.0
1,2016-07-24,26.4,31.7,22.6,28.5,33.6,24.5,10.3,28.4,17.29,96,4.23,52787.51,26101.1,1.2,0.0,1.0,1.2
1,2016-07-25,25.5,29.6,22.0,28.0,31.8,24.3,12.6,30.2,21.93,266,4.61,52674.2,43889.45,1.6,0.0,2.0,1.6
1,2016-07-26,26.4,31.9,19.9,29.3,34.8,22.4,9.4,22.7,23.96,221,5.13,52558.81,48224.98,0.0,0.0,0.0,0.0
1,2016-07-27,26.1,31.1,20.8,29.9,35.6,23.9,11.1,29.9,25.21,204,5.18,52441.49,48079.3,3.5,0.0,4.0,3.5
1,2016-07-28,25.6,29.8,21.8,28.8,32.7,25.9,12.8,32.8,25.25,206,5.27,52322.35,46050.73,0.0,0.0,0.0,0.0
1,2016-07-29,25.6,30.6,20.1,28.5,33.4,23.0,11.8,28.4,26.43,238,5.48,52201.52,47925.66,0.0,0.0,0.0,0.0
1,2016-07-30,26.5,32.2,21.3,29.5,35.2,24.6,12.9,30.6,26.55,242,5.71,52079.14,47789.52,0.0,0.0,0.0,0.0
1,2016-07-31,26.4,32.3,19.8,29.0,34.7,22.6,14.8,32.0,26.61,199,5.85,51955.31,47760.41,0.0,0.0,0.0,0.0
